-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.26713282,0.21188064,0.30914605,0.10597476,-0.72423565,0.00000000,0.31921843,-0.16618003,0.24082023,-0.02254377,-0.31152701,0.00000000,-0.10741329,-0.14605978,0.38265237,0.04649101,0.71278107,0.06064893,1.18839800,-0.90349257,0.27908394,0.11787096,-0.00454865,1.03708172,1.32085931,0.85508484,0.12019363,0.13598794,0.74662650,0.62335992,0.10219511,0.00572276,0.03549789,0.12783074,0.00060663,-0.44283387,0.13586958,0.98212039,0.85409039,0.33457592,0.17003661,-0.00320024,0.97130436,1.17735672,0.83382678,0.00000000,0.00000000,0.60838580,0.46988645,0.06743455,0.07425691,0.02842456,0.29835469
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.25067592,0.36235228,0.44580099,0.14305007,-0.67828751,0.00000000,0.33924797,-0.10805441,0.22556573,-0.05126546,-0.30516723,0.00000000,-0.09590516,0.01247986,0.35869724,0.08569112,0.57547057,-0.01180454,1.08710492,-0.93327540,0.30460554,0.07932160,-0.00322725,1.05247152,1.37185895,0.82873601,0.12248006,0.13436966,0.73444992,0.65681195,0.08292016,0.05158217,0.03580844,0.09638439,0.01561518,-0.62602264,0.16868284,0.95796716,0.86018163,0.37299451,0.19118984,-0.00646073,1.00776422,1.16390300,0.79897302,0.00000000,0.00000000,0.64347452,0.46672186,0.06502591,0.03293503,0.02605244,0.29020840
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.19981711,0.22380857,0.27344736,0.17264481,-0.69403023,0.00000000,0.30714157,-0.05793640,0.18958722,-0.01080891,-0.28467610,0.00000000,-0.13207100,-0.07833089,0.28779787,0.10475517,0.52057302,-0.04485389,0.95915139,-0.96035320,0.42575523,0.06000292,-0.00328135,1.02358091,1.34200799,0.87693888,0.11666083,0.12711768,0.74132508,0.63048756,0.04395168,0.06890780,0.03762683,0.11804353,0.06102406,-0.48366928,0.17436886,0.98171401,0.78215230,0.36167452,0.17216019,-0.00394511,0.98021227,1.14947641,0.82461506,0.00000000,0.00000000,0.62151426,0.49364749,0.03286951,0.04579648,-0.01083633,0.30781493
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.26692885,0.20957516,0.35435718,0.12015291,-0.70029885,0.00000000,0.32941476,-0.00362841,0.17559300,0.02194927,-0.26866528,0.00000000,0.01757330,-0.08992948,0.27819651,0.12259660,0.52336740,-0.10096819,0.99587107,-0.96274537,0.40227968,0.00711402,-0.00337981,0.98838067,1.35062897,0.84041077,0.10709340,0.11858561,0.74740380,0.64387286,0.00619514,0.02950498,0.05991782,0.09692727,0.00669677,-0.63812423,0.06704331,0.98722553,0.77510238,0.24866602,0.00636512,-0.00292645,0.96923286,1.18677044,0.81472045,0.00000000,0.00000000,0.60868883,0.53404707,0.03657380,0.03894899,-0.01190253,0.28068659
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.27585983,0.09622718,0.43979391,0.10369481,-0.66325825,0.00000000,0.35675415,0.04808930,0.18204321,0.04373943,-0.33611569,0.00000000,-0.01702954,-0.04161464,0.20504482,0.16033095,0.46566656,-0.14125232,0.97980523,-0.99151969,0.40589303,0.00446328,0.05759131,0.99037445,1.37591803,0.80570662,0.10623952,0.11808586,0.77578187,0.59641099,0.05123836,0.00569040,0.06773403,0.08461440,-0.02552627,-0.52596867,0.10784171,0.90551656,0.74677640,0.25336468,0.10981462,-0.00267113,0.98421061,1.16348445,0.79060978,0.00000000,0.00000000,0.59350103,0.51044798,0.04458531,0.03185947,-0.00656168,0.25457907
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.24009901,0.16038880,0.42156950,0.14222603,-0.68726403,0.00000000,0.27923632,0.04180996,0.17977192,0.10238913,-0.28723693,0.00000000,-0.11361812,-0.01523577,0.22715920,0.17355216,0.45473632,-0.13538657,0.94146514,-0.96929711,0.45146278,0.00395074,0.01823537,0.98049885,1.32360899,0.82108957,0.10443946,0.11798561,0.72123206,0.58323157,0.01469680,0.03369138,0.04158932,0.06372932,0.03153957,-0.44925684,0.15791394,0.96348417,0.80424351,0.31157461,0.18372907,-0.00249009,0.93424708,1.14388001,0.80509317,0.00000000,0.00000000,0.63955933,0.54417306,0.02095032,0.05769205,0.02010954,0.30459082
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.28805658,0.10298880,0.44977394,0.10332956,-0.70626289,0.00000000,0.26933870,0.03064195,0.14707647,0.11670302,-0.29514408,0.00000000,-0.09499934,-0.06228024,0.19791257,0.13326044,0.49144855,-0.13030028,0.88316447,-0.90707809,0.41428065,-0.00244212,0.00122533,1.02490437,1.33967245,0.85528517,0.09885255,0.11458705,0.72667724,0.58469409,0.07148074,0.01725340,0.07493199,0.07228457,-0.00775543,-0.56404316,0.06025213,0.97415864,0.76553726,0.26054123,0.16342366,-0.00266259,0.91890144,1.19481158,0.79750270,0.00000000,0.00000000,0.62471437,0.50473058,-0.02430946,0.04533829,0.08309232,0.34121999
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.29069313,0.22720474,0.67813098,0.15000507,-0.71292484,0.00000000,0.27012551,0.03791570,0.10063166,0.07270455,-0.26960802,0.00000000,-0.06944010,-0.00134585,0.20031700,0.11019232,0.50684279,-0.12922814,0.84962755,-0.86526161,0.37437049,0.05959107,-0.00362829,1.01271093,1.34886277,0.82859594,0.09526583,0.11269361,0.73288250,0.60326463,0.03996804,0.04063431,0.03886958,0.08324809,0.02733679,-0.46726918,0.10233296,0.92458540,0.78725404,0.28421515,0.08274615,-0.00531064,0.96141535,1.18921924,0.79388875,0.00000000,0.00000000,0.61101729,0.51439565,0.01125988,0.02444590,0.02676421,0.34597284
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.25418508,0.10890100,0.43683538,0.09215676,-0.73947287,0.00000000,0.25700772,0.04108688,0.09698550,0.08634648,-0.28583404,0.00000000,-0.05650080,-0.02814810,0.22167654,0.09818818,0.47888067,-0.12023897,0.89493799,-0.85472858,0.30485711,0.08202974,-0.00325628,0.95671743,1.35614634,0.86694121,0.09162530,0.15151231,0.71470416,0.59282935,0.03711898,0.06341135,0.04822470,0.09099386,0.00928085,-0.45136279,0.11423118,0.90363127,0.79278338,0.24187864,0.02412101,-0.00250029,0.98844552,1.22547889,0.75037038,0.00000000,0.00000000,0.62920004,0.49023473,0.00118770,0.06119502,0.03842935,0.32764912
-0.10407748,-0.00449935,-0.01951220,0.04825936,0.76693547,-0.05096310,-0.63787436,0.53910214,0.37930018,0.24360433,0.04569887,-0.71063328,0.00000000,0.12810661,-0.10927667,0.25964177,0.08603520,-0.24577689,0.00000000,-0.05111080,-0.05316303,0.10404883,0.16867930,0.71992242,0.00064275,0.89649022,-0.84780020,0.23284693,0.02313404,-0.00429097,1.00149333,1.33673632,0.85134465,0.09124028,0.15752000,0.67712569,0.60567987,0.07396533,0.07309826,0.10103281,0.08528541,-0.13153341,-0.84718472,-0.16776693,1.05567026,0.83016163,0.12886043,-0.12256663,-0.00973789,1.01005423,1.21996152,0.75169265,0.00000000,0.00000000,0.58956522,0.52166593,0.03707707,0.01601191,0.04036992,0.35148033
